Time Stamp,User ID,Door Opened,Door Closed,Tailgating Detected,Human Feedback,Generation Logic,Human Logic explaining the feedback for the episode
2025-04-14 13:47:00,user_119,1,0,0,0,normal,"Single authorized entry, door closed properly."
2025-04-14 13:47:04,user_119,0,0,0,0,normal,"Single authorized entry, door closed properly."
2025-04-14 13:47:05,user_119,0,0,0,0,normal,"Single authorized entry, door closed properly."
2025-04-14 13:47:06,user_119,0,1,0,0,normal,"Single authorized entry, door closed properly."
2025-04-14 13:56:00,user_168,1,0,0,0,normal,"Single authorized entry, door closed properly."
2025-04-14 13:56:03,user_168,0,0,0,0,normal,"Single authorized entry, door closed properly."
2025-04-14 13:56:03,user_168,0,0,0,0,normal,"Single authorized entry, door closed properly."
2025-04-14 13:56:04,user_168,0,0,0,0,normal,"Single authorized entry, door closed properly."
2025-04-14 13:56:06,user_168,0,1,0,0,normal,"Single authorized entry, door closed properly."
2025-04-14 14:06:00,user_90,1,0,1,0,door_held_open,Door intentionally held open for multiple people.
2025-04-14 14:06:03,user_90,0,0,1,0,door_held_open,Door intentionally held open for multiple people.
2025-04-14 14:06:06,user_90,0,0,1,0,door_held_open,Door intentionally held open for multiple people.
2025-04-14 14:06:07,user_90,0,0,1,0,door_held_open,Door intentionally held open for multiple people.
2025-04-14 14:06:15,user_90,0,1,1,0,door_held_open,Door intentionally held open for multiple people.
2025-04-14 14:55:00,user_5,1,0,0,0,normal,"Single authorized entry, door closed properly."
2025-04-14 14:55:02,user_5,0,0,0,0,normal,"Single authorized entry, door closed properly."
2025-04-14 14:55:03,user_5,0,0,0,0,normal,"Single authorized entry, door closed properly."
2025-04-14 14:55:04,user_5,0,1,0,0,normal,"Single authorized entry, door closed properly."
2025-04-14 16:13:00,user_108,1,0,1,0,janitor_cart,Janitor with cart falsely flagged as tailgating.
2025-04-14 16:13:12,user_108,0,0,1,0,janitor_cart,Janitor with cart falsely flagged as tailgating.
2025-04-14 16:13:16,user_108,0,0,1,0,janitor_cart,Janitor with cart falsely flagged as tailgating.
2025-04-14 16:13:17,user_108,0,1,1,0,janitor_cart,Janitor with cart falsely flagged as tailgating.
2025-04-14 16:55:00,user_115,1,0,1,0,guest_entry,Guest was invited; system flagged as tailgating.
2025-04-14 16:55:06,user_115,0,0,1,0,guest_entry,Guest was invited; system flagged as tailgating.
2025-04-14 16:55:06,user_115,0,0,1,0,guest_entry,Guest was invited; system flagged as tailgating.
2025-04-14 16:55:08,user_115,0,0,1,0,guest_entry,Guest was invited; system flagged as tailgating.
2025-04-14 16:55:16,user_115,0,1,1,0,guest_entry,Guest was invited; system flagged as tailgating.
2025-04-14 17:17:00,user_108,1,0,0,0,normal,"Single authorized entry, door closed properly."
2025-04-14 17:17:01,user_108,0,0,0,0,normal,"Single authorized entry, door closed properly."
2025-04-14 17:17:05,user_108,0,1,0,0,normal,"Single authorized entry, door closed properly."
2025-04-14 22:57:00,user_140,1,0,1,0,janitor_cart,Janitor with cart falsely flagged as tailgating.
2025-04-14 22:57:14,user_140,0,0,1,0,janitor_cart,Janitor with cart falsely flagged as tailgating.
2025-04-14 22:57:16,user_140,0,1,1,0,janitor_cart,Janitor with cart falsely flagged as tailgating.
2025-04-15 00:11:00,user_73,1,0,1,0,guest_entry,Guest was invited; system flagged as tailgating.
2025-04-15 00:11:03,user_73,0,0,1,0,guest_entry,Guest was invited; system flagged as tailgating.
2025-04-15 00:11:12,user_73,0,0,1,0,guest_entry,Guest was invited; system flagged as tailgating.
2025-04-15 00:11:15,user_73,0,1,1,0,guest_entry,Guest was invited; system flagged as tailgating.
2025-04-15 09:35:00,user_184,1,0,1,0,janitor_cart,Janitor with cart falsely flagged as tailgating.
2025-04-15 09:35:07,user_184,0,0,1,0,janitor_cart,Janitor with cart falsely flagged as tailgating.
2025-04-15 09:35:09,user_184,0,0,1,0,janitor_cart,Janitor with cart falsely flagged as tailgating.
2025-04-15 09:35:12,user_184,0,0,1,0,janitor_cart,Janitor with cart falsely flagged as tailgating.
2025-04-15 09:35:16,user_184,0,1,1,0,janitor_cart,Janitor with cart falsely flagged as tailgating.
2025-04-15 10:21:00,user_79,1,0,0,0,normal,"Single authorized entry, door closed properly."
2025-04-15 10:21:02,user_79,0,0,0,0,normal,"Single authorized entry, door closed properly."
2025-04-15 10:21:03,user_79,0,0,0,0,normal,"Single authorized entry, door closed properly."
2025-04-15 10:21:06,user_79,0,1,0,0,normal,"Single authorized entry, door closed properly."
2025-04-15 11:47:00,user_174,1,0,0,0,normal,"Single authorized entry, door closed properly."
2025-04-15 11:47:01,user_174,0,0,0,0,normal,"Single authorized entry, door closed properly."
2025-04-15 11:47:03,user_174,0,0,0,0,normal,"Single authorized entry, door closed properly."
2025-04-15 11:47:03,user_174,0,0,0,0,normal,"Single authorized entry, door closed properly."
2025-04-15 11:47:04,user_174,0,1,0,0,normal,"Single authorized entry, door closed properly."
2025-04-15 13:15:00,user_16,1,0,0,0,normal,"Single authorized entry, door closed properly."
2025-04-15 13:15:00,user_62,1,0,1,0,guest_entry,Guest was invited; system flagged as tailgating.
2025-04-15 13:15:01,user_16,0,0,0,0,normal,"Single authorized entry, door closed properly."
2025-04-15 13:15:02,user_62,0,0,1,0,guest_entry,Guest was invited; system flagged as tailgating.
2025-04-15 13:15:02,user_62,0,0,1,0,guest_entry,Guest was invited; system flagged as tailgating.
2025-04-15 13:15:03,user_16,0,0,0,0,normal,"Single authorized entry, door closed properly."
2025-04-15 13:15:04,user_16,0,0,0,0,normal,"Single authorized entry, door closed properly."
2025-04-15 13:15:07,user_16,0,1,0,0,normal,"Single authorized entry, door closed properly."
2025-04-15 13:15:12,user_62,0,0,1,0,guest_entry,Guest was invited; system flagged as tailgating.
2025-04-15 13:15:15,user_62,0,1,1,0,guest_entry,Guest was invited; system flagged as tailgating.
2025-04-15 13:47:00,user_192,1,0,1,0,guest_entry,Guest was invited; system flagged as tailgating.
2025-04-15 13:47:07,user_192,0,0,1,0,guest_entry,Guest was invited; system flagged as tailgating.
2025-04-15 13:47:20,user_192,0,1,1,0,guest_entry,Guest was invited; system flagged as tailgating.
2025-04-15 14:31:00,user_112,1,0,0,0,door_left_open,Door was left open; no door closed event logged.
2025-04-15 14:31:10,user_112,0,0,0,0,door_left_open,Door was left open; no door closed event logged.
2025-04-15 14:33:46,user_112,0,0,0,0,door_left_open,Door was left open; no door closed event logged.
2025-04-15 15:26:00,user_88,1,0,0,0,normal,"Single authorized entry, door closed properly."
2025-04-15 15:26:06,user_88,0,0,0,0,normal,"Single authorized entry, door closed properly."
2025-04-15 15:26:10,user_88,0,1,0,0,normal,"Single authorized entry, door closed properly."
2025-04-15 15:46:00,user_120,1,0,1,0,janitor_cart,Janitor with cart falsely flagged as tailgating.
2025-04-15 15:46:10,user_120,0,0,1,0,janitor_cart,Janitor with cart falsely flagged as tailgating.
2025-04-15 15:46:16,user_120,0,1,1,0,janitor_cart,Janitor with cart falsely flagged as tailgating.
2025-04-15 16:42:00,user_145,1,0,1,0,guest_entry,Guest was invited; system flagged as tailgating.
2025-04-15 16:42:08,user_145,0,0,1,0,guest_entry,Guest was invited; system flagged as tailgating.
2025-04-15 16:42:15,user_145,0,1,1,0,guest_entry,Guest was invited; system flagged as tailgating.
2025-04-15 16:58:00,user_95,1,0,0,0,normal,"Single authorized entry, door closed properly."
2025-04-15 16:58:01,user_95,0,0,0,0,normal,"Single authorized entry, door closed properly."
2025-04-15 16:58:01,user_95,0,0,0,0,normal,"Single authorized entry, door closed properly."
2025-04-15 16:58:04,user_95,0,0,0,0,normal,"Single authorized entry, door closed properly."
2025-04-15 16:58:06,user_95,0,1,0,0,normal,"Single authorized entry, door closed properly."
2025-04-15 18:16:00,user_197,1,0,0,0,normal,"Single authorized entry, door closed properly."
2025-04-15 18:16:01,user_197,0,0,0,0,normal,"Single authorized entry, door closed properly."
2025-04-15 18:16:04,user_197,0,0,0,0,normal,"Single authorized entry, door closed properly."
2025-04-15 18:16:05,user_197,0,0,0,0,normal,"Single authorized entry, door closed properly."
2025-04-15 18:16:06,user_197,0,1,0,0,normal,"Single authorized entry, door closed properly."
2025-04-16 10:33:00,user_54,1,0,1,0,guest_entry,Guest was invited; system flagged as tailgating.
2025-04-16 10:33:10,user_54,0,0,1,0,guest_entry,Guest was invited; system flagged as tailgating.
2025-04-16 10:33:13,user_54,0,0,1,0,guest_entry,Guest was invited; system flagged as tailgating.
2025-04-16 10:33:20,user_54,0,1,1,0,guest_entry,Guest was invited; system flagged as tailgating.
2025-04-16 10:54:00,user_26,1,0,0,0,normal,"Single authorized entry, door closed properly."
2025-04-16 10:54:03,user_26,0,0,0,0,normal,"Single authorized entry, door closed properly."
2025-04-16 10:54:04,user_26,0,0,0,0,normal,"Single authorized entry, door closed properly."
2025-04-16 10:54:06,user_26,0,1,0,0,normal,"Single authorized entry, door closed properly."
2025-04-16 12:53:00,user_145,1,0,1,0,guest_entry,Guest was invited; system flagged as tailgating.
2025-04-16 12:53:05,user_145,0,0,1,0,guest_entry,Guest was invited; system flagged as tailgating.
2025-04-16 12:53:17,user_145,0,1,1,0,guest_entry,Guest was invited; system flagged as tailgating.
2025-04-16 13:23:00,user_76,1,0,0,0,normal,"Single authorized entry, door closed properly."
2025-04-16 13:23:01,user_76,0,0,0,0,normal,"Single authorized entry, door closed properly."
2025-04-16 13:23:02,user_76,0,0,0,0,normal,"Single authorized entry, door closed properly."
2025-04-16 13:23:07,user_76,0,1,0,0,normal,"Single authorized entry, door closed properly."
2025-04-16 13:47:00,user_111,1,0,1,0,door_held_open,Door intentionally held open for multiple people.
2025-04-16 13:47:17,user_111,0,0,1,0,door_held_open,Door intentionally held open for multiple people.
2025-04-16 13:47:17,user_111,0,0,1,0,door_held_open,Door intentionally held open for multiple people.
2025-04-16 13:47:38,user_111,0,1,1,0,door_held_open,Door intentionally held open for multiple people.
2025-04-16 14:16:00,user_191,1,0,1,0,door_held_open,Door intentionally held open for multiple people.
2025-04-16 14:16:09,user_191,0,0,1,0,door_held_open,Door intentionally held open for multiple people.
2025-04-16 14:16:13,user_191,0,0,1,0,door_held_open,Door intentionally held open for multiple people.
2025-04-16 14:16:18,user_191,0,0,1,0,door_held_open,Door intentionally held open for multiple people.
2025-04-16 14:16:34,user_191,0,1,1,0,door_held_open,Door intentionally held open for multiple people.
2025-04-16 14:57:00,user_42,1,0,1,0,guest_entry,Guest was invited; system flagged as tailgating.
2025-04-16 14:57:04,user_42,0,0,1,0,guest_entry,Guest was invited; system flagged as tailgating.
2025-04-16 14:57:08,user_42,0,0,1,0,guest_entry,Guest was invited; system flagged as tailgating.
2025-04-16 14:57:11,user_42,0,0,1,0,guest_entry,Guest was invited; system flagged as tailgating.
2025-04-16 14:57:15,user_42,0,1,1,0,guest_entry,Guest was invited; system flagged as tailgating.
2025-04-16 16:55:00,user_199,1,0,0,0,normal,"Single authorized entry, door closed properly."
2025-04-16 16:55:01,user_199,0,0,0,0,normal,"Single authorized entry, door closed properly."
2025-04-16 16:55:03,user_199,0,0,0,0,normal,"Single authorized entry, door closed properly."
2025-04-16 16:55:07,user_199,0,1,0,0,normal,"Single authorized entry, door closed properly."
2025-04-16 17:02:00,user_136,1,0,1,0,janitor_cart,Janitor with cart falsely flagged as tailgating.
2025-04-16 17:02:04,user_136,0,0,1,0,janitor_cart,Janitor with cart falsely flagged as tailgating.
2025-04-16 17:02:16,user_136,0,0,1,0,janitor_cart,Janitor with cart falsely flagged as tailgating.
2025-04-16 17:02:18,user_136,0,1,1,0,janitor_cart,Janitor with cart falsely flagged as tailgating.
2025-04-16 17:29:00,user_190,1,0,0,0,normal,"Single authorized entry, door closed properly."
2025-04-16 17:29:01,user_190,0,0,0,0,normal,"Single authorized entry, door closed properly."
2025-04-16 17:29:01,user_190,0,0,0,0,normal,"Single authorized entry, door closed properly."
2025-04-16 17:29:02,user_190,0,0,0,0,normal,"Single authorized entry, door closed properly."
2025-04-16 17:29:05,user_190,0,1,0,0,normal,"Single authorized entry, door closed properly."
2025-04-16 18:55:00,user_42,1,0,0,0,normal,"Single authorized entry, door closed properly."
2025-04-16 18:55:02,user_42,0,0,0,0,normal,"Single authorized entry, door closed properly."
2025-04-16 18:55:05,user_42,0,1,0,0,normal,"Single authorized entry, door closed properly."
2025-04-17 09:11:00,user_155,1,0,1,0,door_held_open,Door intentionally held open for multiple people.
2025-04-17 09:11:10,user_155,0,0,1,0,door_held_open,Door intentionally held open for multiple people.
2025-04-17 09:11:20,user_155,0,0,1,0,door_held_open,Door intentionally held open for multiple people.
2025-04-17 09:11:21,user_155,0,0,1,0,door_held_open,Door intentionally held open for multiple people.
2025-04-17 09:11:39,user_155,0,1,1,0,door_held_open,Door intentionally held open for multiple people.
2025-04-17 09:13:00,user_122,1,0,0,0,normal,"Single authorized entry, door closed properly."
2025-04-17 09:13:01,user_122,0,0,0,0,normal,"Single authorized entry, door closed properly."
2025-04-17 09:13:04,user_122,0,0,0,0,normal,"Single authorized entry, door closed properly."
2025-04-17 09:13:06,user_122,0,0,0,0,normal,"Single authorized entry, door closed properly."
2025-04-17 09:13:07,user_122,0,1,0,0,normal,"Single authorized entry, door closed properly."
2025-04-17 09:42:00,user_155,1,0,1,0,guest_entry,Guest was invited; system flagged as tailgating.
2025-04-17 09:42:03,user_155,0,0,1,0,guest_entry,Guest was invited; system flagged as tailgating.
2025-04-17 09:42:11,user_155,0,0,1,0,guest_entry,Guest was invited; system flagged as tailgating.
2025-04-17 09:42:19,user_155,0,1,1,0,guest_entry,Guest was invited; system flagged as tailgating.
2025-04-17 10:21:00,user_143,1,0,0,0,normal,"Single authorized entry, door closed properly."
2025-04-17 10:21:02,user_143,0,0,0,0,normal,"Single authorized entry, door closed properly."
2025-04-17 10:21:02,user_143,0,0,0,0,normal,"Single authorized entry, door closed properly."
2025-04-17 10:21:02,user_143,0,0,0,0,normal,"Single authorized entry, door closed properly."
2025-04-17 10:21:04,user_143,0,1,0,0,normal,"Single authorized entry, door closed properly."
2025-04-17 10:51:00,user_112,1,0,0,0,normal,"Single authorized entry, door closed properly."
2025-04-17 10:51:04,user_112,0,0,0,0,normal,"Single authorized entry, door closed properly."
2025-04-17 10:51:06,user_112,0,0,0,0,normal,"Single authorized entry, door closed properly."
2025-04-17 10:51:08,user_112,0,1,0,0,normal,"Single authorized entry, door closed properly."
2025-04-17 15:07:00,user_122,1,0,0,0,normal,"Single authorized entry, door closed properly."
2025-04-17 15:07:02,user_122,0,0,0,0,normal,"Single authorized entry, door closed properly."
2025-04-17 15:07:02,user_122,0,0,0,0,normal,"Single authorized entry, door closed properly."
2025-04-17 15:07:06,user_122,0,0,0,0,normal,"Single authorized entry, door closed properly."
2025-04-17 15:07:07,user_122,0,1,0,0,normal,"Single authorized entry, door closed properly."
2025-04-17 15:25:00,user_21,1,0,1,1,tailgating,Multiple unauthorized entries after a single swipe.
2025-04-17 15:25:00,user_159,1,0,1,0,door_held_open,Door intentionally held open for multiple people.
2025-04-17 15:25:08,user_21,0,0,1,1,tailgating,Multiple unauthorized entries after a single swipe.
2025-04-17 15:25:08,user_159,0,0,1,0,door_held_open,Door intentionally held open for multiple people.
2025-04-17 15:25:10,user_21,0,0,1,1,tailgating,Multiple unauthorized entries after a single swipe.
2025-04-17 15:25:12,user_21,0,1,1,1,tailgating,Multiple unauthorized entries after a single swipe.
2025-04-17 15:25:20,user_159,0,0,1,0,door_held_open,Door intentionally held open for multiple people.
2025-04-17 15:25:21,user_159,0,1,1,0,door_held_open,Door intentionally held open for multiple people.
2025-04-17 15:31:00,user_98,1,0,1,1,tailgating,Multiple unauthorized entries after a single swipe.
2025-04-17 15:31:02,user_98,0,0,1,1,tailgating,Multiple unauthorized entries after a single swipe.
2025-04-17 15:31:03,user_98,0,0,1,1,tailgating,Multiple unauthorized entries after a single swipe.
2025-04-17 15:31:04,user_98,0,0,1,1,tailgating,Multiple unauthorized entries after a single swipe.
2025-04-17 15:31:05,user_98,0,1,1,1,tailgating,Multiple unauthorized entries after a single swipe.
2025-04-17 15:58:00,user_156,1,0,1,0,door_held_open,Door intentionally held open for multiple people.
2025-04-17 15:58:01,user_156,0,0,1,0,door_held_open,Door intentionally held open for multiple people.
2025-04-17 15:58:03,user_156,0,0,1,0,door_held_open,Door intentionally held open for multiple people.
2025-04-17 15:58:17,user_156,0,0,1,0,door_held_open,Door intentionally held open for multiple people.
2025-04-17 15:58:37,user_156,0,1,1,0,door_held_open,Door intentionally held open for multiple people.
2025-04-17 16:13:00,user_156,1,0,1,0,door_held_open,Door intentionally held open for multiple people.
2025-04-17 16:13:21,user_156,0,0,1,0,door_held_open,Door intentionally held open for multiple people.
2025-04-17 16:13:36,user_156,0,1,1,0,door_held_open,Door intentionally held open for multiple people.
2025-04-17 16:18:00,user_31,1,0,0,0,normal,"Single authorized entry, door closed properly."
2025-04-17 16:18:02,user_31,0,0,0,0,normal,"Single authorized entry, door closed properly."
2025-04-17 16:18:05,user_31,0,1,0,0,normal,"Single authorized entry, door closed properly."
2025-04-18 01:18:00,user_12,1,0,0,0,normal,"Single authorized entry, door closed properly."
2025-04-18 01:18:01,user_12,0,0,0,0,normal,"Single authorized entry, door closed properly."
2025-04-18 01:18:06,user_12,0,1,0,0,normal,"Single authorized entry, door closed properly."
2025-04-18 05:36:00,user_22,1,0,0,0,normal,"Single authorized entry, door closed properly."
2025-04-18 05:36:01,user_22,0,0,0,0,normal,"Single authorized entry, door closed properly."
2025-04-18 05:36:02,user_22,0,0,0,0,normal,"Single authorized entry, door closed properly."
2025-04-18 05:36:02,user_22,0,0,0,0,normal,"Single authorized entry, door closed properly."
2025-04-18 05:36:03,user_22,0,1,0,0,normal,"Single authorized entry, door closed properly."
2025-04-18 09:33:00,user_184,1,0,0,0,normal,"Single authorized entry, door closed properly."
2025-04-18 09:33:03,user_184,0,0,0,0,normal,"Single authorized entry, door closed properly."
2025-04-18 09:33:06,user_184,0,1,0,0,normal,"Single authorized entry, door closed properly."
2025-04-18 10:25:00,user_46,1,0,1,0,door_held_open,Door intentionally held open for multiple people.
2025-04-18 10:25:25,user_46,0,0,1,0,door_held_open,Door intentionally held open for multiple people.
2025-04-18 10:25:31,user_46,0,1,1,0,door_held_open,Door intentionally held open for multiple people.
2025-04-18 11:01:00,user_10,1,0,0,0,normal,"Single authorized entry, door closed properly."
2025-04-18 11:01:06,user_10,0,0,0,0,normal,"Single authorized entry, door closed properly."
2025-04-18 11:01:07,user_10,0,0,0,0,normal,"Single authorized entry, door closed properly."
2025-04-18 11:01:08,user_10,0,1,0,0,normal,"Single authorized entry, door closed properly."
2025-04-18 11:08:00,user_141,1,0,0,0,normal,"Single authorized entry, door closed properly."
2025-04-18 11:08:05,user_141,0,0,0,0,normal,"Single authorized entry, door closed properly."
2025-04-18 11:08:10,user_141,0,1,0,0,normal,"Single authorized entry, door closed properly."
2025-04-18 11:09:00,user_78,1,0,1,0,janitor_cart,Janitor with cart falsely flagged as tailgating.
2025-04-18 11:09:08,user_78,0,0,1,0,janitor_cart,Janitor with cart falsely flagged as tailgating.
2025-04-18 11:09:19,user_78,0,1,1,0,janitor_cart,Janitor with cart falsely flagged as tailgating.
2025-04-18 12:43:00,user_59,1,0,1,0,door_held_open,Door intentionally held open for multiple people.
2025-04-18 12:43:23,user_59,0,0,1,0,door_held_open,Door intentionally held open for multiple people.
2025-04-18 12:43:27,user_59,0,0,1,0,door_held_open,Door intentionally held open for multiple people.
2025-04-18 12:43:59,user_59,0,1,1,0,door_held_open,Door intentionally held open for multiple people.
2025-04-18 13:29:00,user_134,1,0,1,0,guest_entry,Guest was invited; system flagged as tailgating.
2025-04-18 13:29:11,user_134,0,0,1,0,guest_entry,Guest was invited; system flagged as tailgating.
2025-04-18 13:29:14,user_134,0,0,1,0,guest_entry,Guest was invited; system flagged as tailgating.
2025-04-18 13:29:17,user_134,0,0,1,0,guest_entry,Guest was invited; system flagged as tailgating.
2025-04-18 13:29:20,user_134,0,1,1,0,guest_entry,Guest was invited; system flagged as tailgating.
2025-04-18 14:05:00,user_171,1,0,0,0,door_left_open,Door was left open; no door closed event logged.
2025-04-18 14:05:17,user_171,0,0,0,0,door_left_open,Door was left open; no door closed event logged.
2025-04-18 14:08:02,user_171,0,0,0,0,door_left_open,Door was left open; no door closed event logged.
2025-04-18 14:20:00,user_182,1,0,0,0,normal,"Single authorized entry, door closed properly."
2025-04-18 14:20:05,user_182,0,0,0,0,normal,"Single authorized entry, door closed properly."
2025-04-18 14:20:06,user_182,0,0,0,0,normal,"Single authorized entry, door closed properly."
2025-04-18 14:20:07,user_182,0,1,0,0,normal,"Single authorized entry, door closed properly."
2025-04-18 15:01:00,user_20,1,0,0,0,normal,"Single authorized entry, door closed properly."
2025-04-18 15:01:07,user_20,0,0,0,0,normal,"Single authorized entry, door closed properly."
2025-04-18 15:01:07,user_20,0,0,0,0,normal,"Single authorized entry, door closed properly."
2025-04-18 15:01:10,user_20,0,1,0,0,normal,"Single authorized entry, door closed properly."
2025-04-18 16:00:00,user_179,1,0,1,0,guest_entry,Guest was invited; system flagged as tailgating.
2025-04-18 16:00:02,user_179,0,0,1,0,guest_entry,Guest was invited; system flagged as tailgating.
2025-04-18 16:00:14,user_179,0,0,1,0,guest_entry,Guest was invited; system flagged as tailgating.
2025-04-18 16:00:15,user_179,0,1,1,0,guest_entry,Guest was invited; system flagged as tailgating.
2025-04-18 16:07:00,user_84,1,0,0,0,normal,"Single authorized entry, door closed properly."
2025-04-18 16:07:02,user_84,0,0,0,0,normal,"Single authorized entry, door closed properly."
2025-04-18 16:07:03,user_84,0,0,0,0,normal,"Single authorized entry, door closed properly."
2025-04-18 16:07:08,user_84,0,0,0,0,normal,"Single authorized entry, door closed properly."
2025-04-18 16:07:10,user_84,0,1,0,0,normal,"Single authorized entry, door closed properly."
2025-04-18 16:21:00,user_169,1,0,1,0,guest_entry,Guest was invited; system flagged as tailgating.
2025-04-18 16:21:05,user_169,0,0,1,0,guest_entry,Guest was invited; system flagged as tailgating.
2025-04-18 16:21:12,user_169,0,0,1,0,guest_entry,Guest was invited; system flagged as tailgating.
2025-04-18 16:21:19,user_169,0,1,1,0,guest_entry,Guest was invited; system flagged as tailgating.
2025-04-18 16:33:00,user_142,1,0,1,0,janitor_cart,Janitor with cart falsely flagged as tailgating.
2025-04-18 16:33:04,user_142,0,0,1,0,janitor_cart,Janitor with cart falsely flagged as tailgating.
2025-04-18 16:33:17,user_142,0,1,1,0,janitor_cart,Janitor with cart falsely flagged as tailgating.
2025-04-18 17:12:00,user_90,1,0,0,0,normal,"Single authorized entry, door closed properly."
2025-04-18 17:12:06,user_90,0,0,0,0,normal,"Single authorized entry, door closed properly."
2025-04-18 17:12:07,user_90,0,0,0,0,normal,"Single authorized entry, door closed properly."
2025-04-18 17:12:07,user_90,0,0,0,0,normal,"Single authorized entry, door closed properly."
2025-04-18 17:12:08,user_90,0,1,0,0,normal,"Single authorized entry, door closed properly."
2025-04-19 05:26:00,user_124,1,0,0,0,normal,"Single authorized entry, door closed properly."
2025-04-19 05:26:07,user_124,0,0,0,0,normal,"Single authorized entry, door closed properly."
2025-04-19 05:26:10,user_124,0,1,0,0,normal,"Single authorized entry, door closed properly."
2025-04-19 11:03:00,user_159,1,0,1,0,guest_entry,Guest was invited; system flagged as tailgating.
2025-04-19 11:03:05,user_159,0,0,1,0,guest_entry,Guest was invited; system flagged as tailgating.
2025-04-19 11:03:09,user_159,0,0,1,0,guest_entry,Guest was invited; system flagged as tailgating.
